,code,name
755,5013053000,중앙동
756,4793038000,후포면
757,4165037000,일동면
758,4159041000,정남면
759,2726065100,지산1동
760,2626074000,안락1동
761,4420061000,온양5동
762,4163054000,회천2동
763,3171031000,서생면
764,2635055200,좌2동
765,1126056500,면목본동
766,4571025000,삼례읍
767,2915553800,봉선2동
768,2917060200,운암2동
769,2623074000,개금1동
770,2920058000,우산동
771,1144058500,도화동
772,2726067000,고산1동
773,4713051500,중부동
774,1159053000,상도1동
775,4141054000,산본1동
776,4311168000,금천동
777,3120052000,농소2동
778,2824564000,작전서운동
779,4136025900,진건읍
780,4111761000,광교2동
781,2717061000,비산7동
782,4477025300,서천읍
783,1130555500,송천동
784,4812532000,진동면
785,4713025000,감포읍
786,4128159000,고양동
787,1126057500,면목3.8동
788,4790025000,예천읍
789,2671025300,장안읍
790,1174057000,암사1동
791,2920063000,신가동
792,2623055000,초읍동
793,3114060000,옥동
794,2771038000,구지면
795,2911065500,서남동
796,4143052000,부곡동
797,4812959000,이동
798,4375037000,광혜원면
799,4146153000,유림동
800,4113554500,정자동
801,2647073000,연산9동
802,4311325000,오송읍
803,4115056800,신곡2동
804,2811062000,영종동
805,4884025000,남해읍
806,5011056000,삼도2동
807,1135060000,공릉2동
808,4415034000,반포면
809,4678025300,벌교읍
810,4372025000,보은읍
811,1159051000,노량진1동
812,1162059500,청룡동
813,1171061000,삼전동
814,4420041000,신창면
815,1150053500,등촌3동
816,4121064000,소하1동
817,4183033000,양서면
818,3020052600,학하동
819,2711051700,동인동
820,2729051500,성당동
821,2635052500,우3동
822,4161034000,퇴촌면
823,2653064500,감전동
824,4215060000,내곡동
825,4413325600,직산읍
826,4276034000,봉평면
827,2824562200,작전2동
828,2817761000,도화2.3동
829,4511170200,삼천2동
830,2623056000,양정1동
831,4111368000,권선2동
832,1156062000,양평2동
833,4615061000,장천동
834,4717058500,서구동
835,1174053000,명일1동
836,4215066500,경포동
837,4311451000,우암동
838,4481036000,덕산면
839,2820065500,서창2동
840,4279025000,화천읍
841,4613031000,소라면
842,4137055000,세마동
843,4115057300,송산1동
844,4420035000,음봉면
845,1129081000,석관동
846,4213060000,우산동
847,2729055000,두류3동
848,1144056500,공덕동
849,2723071500,관문동
850,4128160000,관산동
851,2623077000,범천1동
852,4272037000,서면
853,4211031000,동면
854,2626057000,온천3동
855,4127152500,사동
856,2826053600,청라1동
857,1159062000,사당1동
858,4131051000,갈매동
859,5011061000,삼양동
860,4157052500,장기본동
861,4161055000,탄벌동
862,4128760000,덕이동
863,4725052000,남원동
864,5013060000,대천동
865,1117066000,이태원2동
866,1174064000,성내1동
867,4150053000,관고동
868,3011064000,용전동
869,2638056100,하단1동
870,4115057600,송산2동
871,4127153200,사이동
872,4688025000,장성읍
873,1144059000,용강동
874,4159034000,송산면
875,4719051000,송정동
876,4111365000,구운동
877,4165039000,영북면
878,4111157300,정자3동
879,4782025300,청도읍
880,4128162100,화정1동
881,4215051000,홍제동
882,4111159100,송죽동
883,4165038000,이동면
884,2650078000,광안3동
885,4729054200,서부2동
886,4311370000,운천.신봉동
887,2824572000,계양2동
888,2723077000,읍내동
889,1168065600,도곡2동
890,1126061000,중화2동
891,4421039000,해미면
892,3014067000,오류동
893,2723074500,구암동
894,3014074000,산성동
895,1174062000,천호3동
896,4777025000,영덕읍
897,1150062000,공항동
898,4874025300,남지읍
899,1123071000,회기동
900,4833051000,중앙동
901,2723072500,태전1동
902,4822059000,정량동
